fen	played_uci	coda_cp	opp_cp	dur	src
rq4k1/3n1p1p/5b2/pN1p1p2/8/4PN2/4QPPP/2R3K1 w - - 0 19	f3d4	76	27	3	runA150.pgn
r1bqkb1r/pp2pppp/2n5/2Pp4/7P/2Q5/PPPB1PP1/R3KBNR b KQkq - 2 4	e7e5	113	54	5	runA150.pgn
r1bqkb1r/pp3ppp/2n5/1BPpp3/7P/2Q5/PPPB1PP1/R3K1NR b KQkq - 1 5	f8e7	109	41	5	runA150.pgn
r1bqk2r/pp2bppp/2n5/1BPpQ3/7P/8/PPPB1PP1/R3K1NR b KQkq - 0 6	e8g8	112	45	5	runA150.pgn
2rqk2r/p2p1pb1/2n1pnpp/1Bp5/Pp2P3/1P2PQ2/1BP2PPP/R3K1NR w KQk - 5 9	g1e2	94	54	5	runA150.pgn
2rq1rk1/p2p1pb1/2n1pnpp/1Bp5/Pp2P3/1P2PQ2/1BP1NPPP/R3K2R w KQ - 7 10	a1d1	93	51	5	runA150.pgn
2rq1rk1/p2p1pb1/2n1pnp1/1Bp4p/Pp2P3/1P2PQ2/1BP1NPPP/3RK2R w K - 0 11	h2h3	117	44	5	runA150.pgn
2r3k1/p2n1p1p/3bbq2/5pP1/2pN4/P1N1PB1P/2QP2P1/1R4K1 b - - 0 22	f6g5	-170	-78	4	runA150.pgn
2r3k1/p2n1p1p/3bb3/3B1pq1/2pN4/P1N1P2P/2QP2P1/1R4K1 b - - 1 23	g5g6	-147	-89	4	runA150.pgn
2r3k1/p2n1p1p/3bb1q1/3B1p2/Q1pN4/P1N1P2P/3P2P1/1R4K1 b - - 3 24	c8c7	-125	-85	4	runA150.pgn
6k1/p1r2p1p/1n1bb1q1/Q7/2pNBp2/P1N1P2P/3P2P1/1R4K1 b - - 1 27	g6g7	-92	-49	5	runA150.pgn
6k1/p1r2pqp/1n1bb3/7Q/2pNBp2/P1N1P2P/3P2P1/1R4K1 b - - 3 28	c7c5	-85	-42	5	runA150.pgn
6k1/p4pqp/1n1bb3/2r5/2pNBp1Q/P1N1P2P/3P2P1/1R4K1 b - - 5 29	f4e3	-130	-46	5	runA150.pgn
3rr1k1/5pb1/p6p/q4np1/1R1Pp3/PB2B2P/5PP1/3QR1K1 w - - 5 27	d1h5	68	-13	2	runA150.pgn
3r2k1/4rpb1/p6p/q4npQ/1R1Pp3/PB2B2P/5PP1/4R1K1 w - - 7 28	e1b1	66	0	2	runA150.pgn
3r2k1/4rpb1/pR5p/q5pQ/3Pp2n/1B2B3/5PP1/1R4K1 w - - 2 31	b6h6	76	23	18	runA150.pgn
3r2k1/4rp2/p6b/q5pQ/3Pp2n/1B2B3/5PP1/1R4K1 w - - 0 32	h5h6	72	21	18	runA150.pgn
3r2k1/4rp2/p6Q/5qp1/3Pp2n/1B2B3/5PP1/1R4K1 w - - 1 33	b1c1	68	14	18	runA150.pgn
rnbqk2r/1p3pp1/p1pb1n1p/3pN3/3PP3/2N4P/PPP1BPP1/R1BQK2R b KQkq - 0 4	d5e4	17	-24	2	runA150.pgn
rnbqk2r/1p3pp1/p1pb1n1p/4N3/2BPp3/2N4P/PPP2PP1/R1BQK2R b KQkq - 1 5	e8g8	32	-27	2	runA150.pgn
r1b1r1k1/2q2pp1/p1pb1n1p/1p2N3/3P1B2/1B5P/PPP1QPP1/R4RK1 b - - 3 12	c8e6	-141	-66	15	runA150.pgn
r3r1k1/2q2pp1/p1pbbn1p/1p2N3/3P1B2/1B3Q1P/PPP2PP1/R4RK1 b - - 5 13	e6d5	-132	-63	15	runA150.pgn
r3r1k1/2q2pp1/p1pb1n1p/1p1BN3/3P1B2/5Q1P/PPP2PP1/R4RK1 b - - 0 14	f6d5	-152	-53	15	runA150.pgn
2r2rk1/pb1nqppp/8/2pp4/2N1p3/4P1P1/PPQ1NPBP/2R1R1K1 b - - 0 13	d5c4	157	46	2	runA150.pgn
2r2rk1/pb1nqppp/8/2p5/2p1p3/4P1P1/PPQ1NPBP/2RR2K1 b - - 1 14	c8d8	68	28	2	runA150.pgn
7k/1bq3p1/p6p/1p6/1n6/1N1Q4/PPP1N1PP/6K1 w - - 1 23	d3c3	104	33	23	runA150.pgn
7k/1b2q1p1/p6p/1p6/1n6/1NQ5/PPP1N1PP/6K1 w - - 3 24	e2f4	103	32	23	runA150.pgn
6k1/1b2q1p1/p6p/1p6/1n3N2/1NQ5/PPP3PP/6K1 w - - 5 25	a2a3	102	23	23	runA150.pgn
8/8/5k1p/p1Nb2p1/p7/2P4P/1P3KP1/8 w - - 0 47	c5a4	56	0	4	runA150.pgn
8/8/2b2k1p/p5p1/N7/2P4P/1P3KP1/8 w - - 1 48	a4c5	55	0	4	runA150.pgn
8/8/2b4p/p1N1k1p1/8/2P4P/1P3KP1/8 w - - 3 49	g2g3	52	0	4	runA150.pgn
8/2k5/5R2/2rBK3/8/8/8/8 w - - 41 88	f6f7	57	11	24	runA150.pgn
8/5R2/1k6/2rBK3/8/8/8/8 w - - 43 89	f7b7	60	13	24	runA150.pgn
8/1R6/8/k1rBK3/8/8/8/8 w - - 45 90	e5d4	60	12	24	runA150.pgn
5r1k/prq5/3p3p/PP2b1p1/1P1BP2n/5P2/3Q2PP/3R1RK1 b - - 0 25	b7b5	160	35	11	runA150.pgn
5r1k/p1q5/3p3p/Pr2b1p1/1P1BPP1n/8/3Q2PP/3R1RK1 b - - 0 26	f8f4	102	28	11	runA150.pgn
7k/p1q5/3p3p/Pr2b1p1/1P1BPR1n/8/3Q2PP/3R2K1 b - - 0 27	g5f4	79	20	11	runA150.pgn
R7/8/P5np/6k1/r7/5K1P/6P1/8 b - - 2 43	g5h4	82	35	4	runA150.pgn
R7/8/P5np/8/r6k/7P/5KP1/8 b - - 4 44	g6e7	87	28	4	runA150.pgn
4R3/4n3/P6p/8/r6k/7P/5KP1/8 b - - 6 45	a4a2	80	16	4	runA150.pgn
r4bk1/5p2/3np2p/3p4/3P3P/2PN1P1K/4N1P1/1R6 b - - 2 36	d6f5	-96	-40	8	runA150.pgn
r4bk1/5p2/4p2p/3p1n2/3P1N1P/2PN1P1K/6P1/1R6 b - - 4 37	f8d6	-81	-34	8	runA150.pgn
r5k1/5p2/1R1bp2p/3p1n2/3P1N1P/2PN1P1K/6P1/8 b - - 6 38	d6f4	-97	-38	8	runA150.pgn
1n3r2/1pqb1pbk/r3p2p/N1P2p2/2Np4/3P2P1/1Q3PBP/2R1R1K1 b - - 5 18	d7c6	112	52	11	runA150.pgn
1n3r2/1pq2pbk/r1N1p2p/2P2p2/2Np4/3P2P1/1Q3PBP/2R1R1K1 b - - 0 19	b7c6	163	44	11	runA150.pgn
1n3r2/2q2pbk/r1p1p2p/2P2p2/2Np4/3P2P1/1Q3PBP/R3R1K1 b - - 1 20	a6a1	120	56	11	runA150.pgn
5bk1/3q2p1/7p/n1p2p1P/1pP5/1P3QP1/1B3P2/3N2K1 w - - 3 29	g1f1	-100	-36	10	runA150.pgn
5bk1/6p1/4q2p/n1p2p1P/1pP5/1P3QP1/1B3P2/3N1K2 w - - 5 30	d1e3	-76	-34	10	runA150.pgn
5bk1/6p1/4q2p/2p2p1P/1pP5/1n2NQP1/1B3P2/5K2 w - - 0 31	f1e2	-92	-35	10	runA150.pgn
1k1r3r/1p2b1p1/1q2pp1n/2ppPb1p/Pn3P2/3P1N1P/3NBBP1/R2Q1RK1 w - - 0 15	d2b3	4	-59	2	runA150.pgn
1k1r3r/1p2b1p1/1q2pp1n/2p1Pb1p/Pn1p1P2/1N1P1N1P/4BBP1/R2Q1RK1 w - - 0 16	f3d2	28	-38	2	runA150.pgn
r3r1kb/1pp1qp1p/3pbnpB/p4N1P/4P3/PPN2P2/2PQ2P1/2KR3R b - - 2 15	e6f5	-167	-67	3	runA150.pgn
r3r1kb/1pp1qp1p/3p1npB/p4P1P/8/PPN2P2/2PQ2P1/2KR3R b - - 0 16	f6h5	-115	-63	3	runA150.pgn
r3r1kb/1pp1qp1p/3p2pB/p4P1R/8/PPN2P2/2PQ2P1/2KR4 b - - 0 17	d6d5	-108	-44	3	runA150.pgn
4q1r1/3p2bQ/3kp2p/p4p2/5P1B/3P3P/2R3P1/7K w - - 7 36	g2g4	134	44	40	runA150.pgn
6r1/3p1qbQ/3kp2p/p4p2/5PPB/3P3P/2R5/7K w - - 1 37	g4f5	145	37	40	runA150.pgn
7r/3p1qbQ/3kp2p/p4P2/5P1B/3P3P/2R5/7K w - - 1 38	f5e6	126	36	40	runA150.pgn
4r3/2p2pk1/3q2p1/3P3p/3p1P1P/r1bB1QP1/P1R1R1K1/8 b - - 6 35	e8e2	59	0	3	runA150.pgn
8/2p2pk1/3q2p1/3P3p/3p1P1P/r1bB1QP1/P3R1K1/8 b - - 0 36	c3b4	59	7	3	runA150.pgn
8/2p2pk1/3q2p1/3P3p/1b1pQP1P/r2B2P1/P3R1K1/8 b - - 2 37	d6f6	56	15	3	runA150.pgn
5rk1/pb3p1p/1p2pqp1/1P2Nn2/2P1p2P/6P1/PQN1PP2/3R2K1 b - - 0 16	f8d8	71	21	2	runA150.pgn
3R2k1/pb3p1p/1p2pqp1/1P2Nn2/2P1p2P/6P1/PQN1PP2/6K1 b - - 0 17	f6d8	63	12	2	runA150.pgn
8/7k/pB6/4ppP1/7p/1P3b1P/P2r1P2/2R3K1 b - - 3 36	d2a2	72	30	5	runA150.pgn
8/2B4k/p7/4ppP1/7p/1P3b1P/r4P2/2R3K1 b - - 1 37	a2e2	83	22	5	runA150.pgn
8/2B4k/p7/4ppP1/7p/1P3b1P/4rP2/2R2K2 b - - 3 38	e2b2	79	19	5	runA150.pgn
r2q1bk1/1pp2p1p/2n2np1/3p1b2/2PP4/P1N2N1P/Q4PP1/B2R1BK1 w - - 2 19	a3a4	0	-43	2	runA150.pgn
r2q1bk1/1pp2p1p/5np1/3p1b2/PnPP4/2N2N1P/Q4PP1/B2R1BK1 w - - 1 20	a2b2	15	-36	2	runA150.pgn
1nbq1rk1/r1p1bppp/4p3/p2n4/Pp1PN3/1N4P1/1PPB1PBP/R2Q1RK1 b - - 2 10	c8b7	-64	-17	2	runA150.pgn
1n1q1rk1/rbp1bppp/4p3/p1Nn4/Pp1P4/1N4P1/1PPB1PBP/R2Q1RK1 b - - 4 11	b7a8	-63	-20	2	runA150.pgn
8/R4R2/P3p1k1/5p1p/7P/6P1/r4PK1/2r5 b - - 2 36	c1c2	70	21	8	runA150.pgn
8/R4R2/P3p1k1/5p1p/7P/5KP1/r1r2P2/8 b - - 4 37	c2f2	82	12	8	runA150.pgn
8/R4R2/P3p1k1/5p1p/7P/4K1P1/r4r2/8 b - - 1 38	f2g2	96	15	8	runA150.pgn
8/p5k1/5bp1/PP2p3/2Np2p1/1KpP1r2/2P5/4R3 b - - 1 52	g4g3	111	15	2	runA150.pgn
8/p5k1/5bp1/PP2p3/2Np4/1KpP1rp1/2P5/6R1 b - - 1 53	e5e4	99	0	2	runA150.pgn
rn2kbnr/pbq1ppp1/1p5p/2p5/4PP2/2P2N2/PP2B1PP/RNBQK2R b KQkq - 0 4	b7e4	0	-63	2	runA150.pgn
rn2kbnr/p1q1ppp1/1p5p/2p1N3/4bP2/2P5/PP2B1PP/RNBQK2R b KQkq - 1 5	b8d7	-9	-54	2	runA150.pgn
2kr1b1r/p3pP2/1pq4p/2pn2p1/P7/2P5/1P2Q1PP/RNB1K2R b KQ - 0 14	c6f6	-75	-6	2	runA150.pgn
2kr1b1r/p3pP2/1p3q1p/2pn2p1/P7/2P5/1P2Q1PP/RNB1KR2 b Q - 2 15	f6g6	-45	-5	2	runA150.pgn
8/3k4/1p6/2p3pp/2P2b2/1PB4P/4K1P1/8 b - - 1 34	d7e6	-148	-32	10	runA150.pgn
8/8/1p2k3/2p3pp/2P2b2/1PB2K1P/6P1/8 b - - 3 35	e6f5	-117	-32	10	runA150.pgn
8/8/1p6/2p2kpp/2P2bP1/1PB2K1P/8/8 b - - 0 36	h5g4	-94	-27	10	runA150.pgn
r5k1/2q1bppp/4pn2/p1p5/2Pr1N2/1P4P1/P2NQPKP/3R1R2 w - - 0 14	d2f3	-70	-19	3	runA150.pgn
r5k1/2q1bppp/4pn2/p1p5/2P2N2/1P3NP1/P3QPKP/3r1R2 w - - 0 15	f1d1	-71	-28	3	runA150.pgn
r5k1/2q1bpp1/4pn1p/p1p5/2P2N2/1P3NP1/P3QPKP/3R4 w - - 0 16	f3d2	-71	-25	3	runA150.pgn
1r1qr3/1bp2pbk/3n2pp/1p1np3/1P2N3/1BPP1NP1/1B2QP1P/R3R1K1 b - - 5 18	b8a8	88	21	4	runA150.pgn
r2qr3/1bp2pbk/3n2pp/1p1np3/1P2N2P/1BPP1NP1/1B2QP2/R3R1K1 b - - 0 19	a8a1	78	24	4	runA150.pgn
3qr3/1bp2pbk/3n2pp/1p1np3/1P2N2P/1BPP1NP1/1B2QP2/R5K1 b - - 0 20	d5f4	92	-41	4	runA150.pgn
8/4bpk1/4p1p1/pp2P3/3p2N1/P2P1P1P/1P1R1PK1/2r5 w - - 0 32	f3f4	-85	-21	12	runA150.pgn
8/4bpk1/4p1p1/p3P3/1p1p1PN1/P2P3P/1P1R1PK1/2r5 w - - 0 33	a3b4	-86	-15	12	runA150.pgn
8/4bpk1/4p1p1/4P3/1p1p1PN1/3P3P/1P1R1PK1/2r5 w - - 0 34	b2b3	-100	-16	12	runA150.pgn
2kr2r1/ppqbb1pp/n1p5/4Pn2/N2N4/P2P4/1P1BBQPP/R4RK1 b - - 0 14	f5d4	61	-4	2	runA150.pgn
2kr2r1/ppqbb1pp/n1p5/4P3/N2Q4/P2P4/1P1BB1PP/R4RK1 b - - 0 15	b7b5	18	-28	2	runA150.pgn
4q3/1Q6/3p2pk/1b1B3p/pPp4P/2P3P1/5P1K/8 w - - 9 51	b7a7	117	24	3	runA150.pgn
4q3/Q7/2bp2pk/3B3p/pPp4P/2P3P1/5P1K/8 w - - 11 52	d5c6	126	22	3	runA150.pgn
8/Q7/2qp2pk/7p/pPp4P/2P3P1/5P1K/8 w - - 0 53	h2g1	61	0	3	runA150.pgn
3r1nk1/1R6/2B1pb2/Q1p2pn1/2P5/3PP1q1/4KN2/7R b - - 4 34	d8c8	-276	-97	2	runA150.pgn
2r2nk1/1R6/2B1pb2/2Q2pn1/2P5/3PP1q1/4KN2/7R b - - 0 35	g5f3	-215	-84	2	runA150.pgn
5r2/6k1/1p4qp/p1p2p1Q/P1BbpP1P/1P4PK/8/3R4 w - - 4 44	h5g6	-68	-16	12	runA150.pgn
5r2/8/1p4kp/p1p2p2/P1BbpP1P/1P4PK/8/3R4 w - - 0 45	d1d2	-67	0	12	runA150.pgn
5r2/8/1p4k1/p1p2p1p/P1BbpP1P/1P4PK/3R4/8 w - - 0 46	h3g2	-65	0	12	runA150.pgn
q3n1k1/r2n1p1p/1p1p4/1Pp1pPQ1/2P1P3/5N2/4B1PP/5RK1 b - - 2 21	g8f8	117	19	2	runA150.pgn
q3nk2/r2n1p1p/1p1p4/1Pp1pPQ1/2P1P3/8/3NB1PP/5RK1 b - - 4 22	e8f6	54	5	2	runA150.pgn
5rk1/pb4b1/1p4Bp/1Ppnp1pP/4N3/3PP1P1/P2B4/5QK1 b - - 0 26	f8f1	128	61	2	runA150.pgn
6k1/pb4b1/1p4Bp/1Ppnp1pP/4N3/3PP1P1/P2B4/5K2 b - - 0 27	d5e7	127	75	2	runA150.pgn
3rk2r/pp2bpp1/P1n5/4p3/2P1p2N/2P3Pb/1P3P2/RN1Q2K1 w k - 1 15	d1a4	95	12	17	runA150.pgn
3rk2r/pp2bp2/P1n5/4p1p1/Q1P1p2N/2P3Pb/1P3P2/RN4K1 w k - 0 16	h4g2	73	-19	17	runA150.pgn
3rk2r/pp2bp2/P1n5/4p1p1/Q1P1p1b1/2P3P1/1P3PN1/RN4K1 w k - 2 17	b1a3	65	6	17	runA150.pgn
r2r1nk1/p3qpbp/2p3p1/R3p3/1P1P4/4Pb2/1B2BPPP/4QRK1 w - - 0 15	e2f3	66	18	2	runA150.pgn
r2r1nk1/p3qpbp/2p3p1/R7/1P1p4/4PB2/1B3PPP/4QRK1 w - - 0 16	b2d4	62	11	2	runA150.pgn
r2qk2r/pbp2ppp/1pnbpn2/8/1Pp4P/P2PPN2/1B1N1PP1/R2QKB1R w KQkq - 0 6	d3c4	117	62	2	runA150.pgn
rn1qk2r/pbp2ppp/1p1bpn2/8/1PP4P/P3PN2/1B1N1PP1/R2QKB1R w KQkq - 1 7	g2g4	188	83	2	runA150.pgn
r4rk1/ppq1ppbp/2pn1np1/4N1N1/P2P1PP1/B2b1Q2/2P4P/1R3RK1 w - - 0 15	f3d3	25	-38	3	runA150.pgn
r4rk1/p1q1ppbp/1ppn1np1/4N1N1/P2P1PP1/B2Q4/2P4P/1R3RK1 w - - 0 16	c2c4	-17	-69	3	runA150.pgn
r4rk1/p1q1ppbp/1p1n1np1/2p1N1N1/P1PP1PP1/B2Q4/7P/1R3RK1 w - - 0 17	d4d5	28	-71	3	runA150.pgn
2r2rk1/5pp1/4p3/1pq2n2/5P1p/1PP4P/P3Q1P1/R1R1B2K b - - 0 23	f8d8	-107	-42	11	runA150.pgn
2rr2k1/5pp1/4p3/1pq2n2/P4P1p/1PP4P/4Q1P1/R1R1B2K b - - 0 24	b5a4	-104	-41	11	runA150.pgn
2rr2k1/5pp1/4p3/2q2n2/P4P1p/2P4P/4Q1P1/R1R1B2K b - - 0 25	f5g3	-124	-43	11	runA150.pgn
3r1b1k/5p2/1N3Ppp/p7/8/1nP1BbP1/1P4NP/4R1K1 w - - 0 32	b6c4	104	33	6	runA150.pgn
3r1bk1/5p2/5Ppp/p7/2N5/1nP1BbP1/1P4NP/4R1K1 w - - 2 33	e3b6	109	35	6	runA150.pgn
1r3bk1/5p2/1B3Ppp/p7/2N5/1nP2bP1/1P4NP/4R1K1 w - - 4 34	e1e5	89	30	6	runA150.pgn
8/4pk2/1B2p3/4b3/P1B4p/1P5K/7P/1r6 b - - 1 29	b1h1	68	2	2	runA150.pgn
8/4pk2/1B2p3/4b3/P1B4K/1P6/7P/7r b - - 0 30	h1h2	55	15	2	runA150.pgn
r3k2r/pb2nppp/2p5/3nR3/2P5/5NP1/1q1PPP1P/1N1QKB1R b Kkq - 4 11	f7f6	-4	-77	2	runA150.pgn
r3k2r/pb2n1pp/2p2p2/3n3R/2P5/5NP1/1q1PPP1P/1N1QKB1R b Kkq - 1 12	d5b4	103	-82	2	runA150.pgn
r3k2r/1b2n1pp/2p2p2/7R/pnP5/2N2NPB/1q1PPP1P/3Q1RK1 b kq - 1 15	a4a3	-23	-78	2	runA150.pgn
r3k2r/1b2n1pp/2p2p2/7R/1nP5/p1N2NPB/1q1PPP1P/1Q3RK1 b kq - 1 16	g7g6	-74	-124	2	runA150.pgn
rr6/3Rbk1p/5pp1/1N2pn2/1P6/4P2P/P4PP1/4BRK1 w - - 1 22	b5c7	156	40	16	runA150.pgn
1r6/2NRbk1p/5pp1/4pn2/1P6/4P2P/r4PP1/4BRK1 w - - 0 23	g2g4	122	45	16	runA150.pgn
3r4/2NRbk1p/5pp1/4pn2/1P4P1/4P2P/r4P2/4BRK1 w - - 1 24	d7d8	125	30	16	runA150.pgn
1k1b4/1P6/r5p1/1R1Np1pp/4P1P1/8/5PK1/8 w - - 3 40	d5b4	96	8	3	runA150.pgn
1k1b4/1P6/3r2p1/1R2p1pp/1N2P1P1/8/5PK1/8 w - - 5 41	b5e5	68	11	3	runA150.pgn
3b4/1k6/3r2p1/4R1pp/1N2P1P1/8/5PK1/8 w - - 0 42	b4d5	51	0	3	runA150.pgn
r3kb1r/1p1nqp2/p1ppp2p/7R/3P2n1/P2B1N2/1PPBQP2/1K1R4 w kq - 0 12	d2a5	55	-10	2	runA150.pgn
r3kb1r/1p1nqp2/p1pppn1p/B6R/3P4/P2B1N2/1PP1QP2/1K1R4 w kq - 2 13	h5h4	40	-2	2	runA150.pgn
r3kb1r/3nq3/p1ppp2p/1p1n1p2/3P1P1R/P2B4/1PPNQ3/1K1RB3 w kq - 0 17	c2c4	57	15	6	runA150.pgn
r3kb1r/3nq3/p1ppp2p/3n1p2/2pP1P1R/P2B4/1P1NQ3/1K1RB3 w kq - 0 18	d2c4	73	11	6	runA150.pgn
r4b1r/3nqk2/p1ppp2p/3n1p2/2NP1P1R/P2B4/1P2Q3/1K1RB3 w - - 1 19	c4a5	53	0	6	runA150.pgn
r1b3k1/1p2q1bp/2pp4/p5p1/P1Pn4/1PNQp1N1/1B2B1rP/1R2K2R w - - 0 19	c3d5	-128	-61	2	runA150.pgn
r1b3k1/1p2q1bp/2pp4/p2N2p1/P1Pn4/1P1Qp1N1/1B2r2P/1R2K2R w - - 0 20	g3e2	-154	-77	2	runA150.pgn
8/3rnk2/p1pb3p/P2n1p2/N2Pp2p/2N1P3/3B1PP1/1R3K2 b - - 11 34	h6h5	88	25	8	runA150.pgn
8/3rnk2/p1pb4/P2n1p1p/N2Pp2p/2N1P3/3BKPP1/1R6 b - - 1 35	d5f6	65	25	8	runA150.pgn
8/3rnk2/pNpb1n2/P4p1p/3Pp2p/2N1P3/3BKPP1/1R6 b - - 3 36	d7b7	108	44	8	runA150.pgn
r7/2b5/p1p2nk1/P1N4p/3P4/4K3/3B4/6R1 b - - 2 51	g6f7	72	11	2	runA150.pgn
r7/2b2k2/p1p2n2/P1N4p/3P4/4K3/3B4/5R2 b - - 4 52	f7g6	82	13	2	runA150.pgn
r1b4r/2p1kp1p/2Q2n2/1p4p1/1b1qp2N/3P2P1/PP1BPPBP/R3K2R w KQ - 1 11	c6c7	109	41	2	runA150.pgn
r1b2k1r/2Q2p1p/5n2/1p4p1/1b1qp2N/3P2P1/PP1BPPBP/R3K2R w KQ - 1 12	e1g1	102	36	2	runA150.pgn
4k2r/1b5p/5R2/2n5/8/4P1P1/5P1P/5BK1 w - - 0 33	f6f5	87	17	16	runA150.pgn
4k2r/1b5p/8/5R2/4n3/4P1P1/5P1P/5BK1 w - - 2 34	f1g2	77	19	16	runA150.pgn
4k2r/1b5p/3n4/5R2/8/4P1P1/5PBP/6K1 w - - 4 35	f5h5	84	13	16	runA150.pgn
4r1k1/pp4rp/2pRbppQ/2q1p2P/2P5/6P1/P2RPPB1/6K1 b - - 2 23	e5e4	-123	-51	3	runA150.pgn
3Rr1k1/pp4rp/2p1bppQ/2q4P/2P1p3/6P1/P2RPPB1/6K1 b - - 1 24	e6f7	-98	-32	3	runA150.pgn
3Rr1k1/pp3brp/2p2pp1/2q4P/2P1pQ2/6P1/P2RPPB1/6K1 b - - 3 25	g6h5	-74	-26	3	runA150.pgn
1r1q3k/2pb1p1r/3p1n2/pPp1p1n1/P3P1P1/2PBN1P1/1R5R/2BQ2K1 b - - 2 29	d8g8	-264	-94	3	runA150.pgn
1r4qk/2pb1p1r/3p1n2/pPp1p1n1/P3P1P1/2PBN1P1/1R5R/2B2QK1 b - - 4 30	g8g6	-193	-91	3	runA150.pgn
1r5k/2pb1p1r/3p1nq1/pPpNp1n1/P3P1P1/2PB2P1/1R5R/2B2QK1 b - - 6 31	f6g4	-142	-77	3	runA150.pgn
8/8/1pk2pp1/1p5p/1B3P1P/P3RbP1/1r6/5K2 b - - 1 39	f3g4	72	14	19	runA150.pgn
8/8/1pk2pp1/1p5p/1B3PbP/P3R1P1/1r6/4K3 b - - 3 40	c6d5	74	10	19	runA150.pgn
8/4B3/1p3pp1/1p1k3p/5PbP/P3R1P1/1r6/4K3 b - - 5 41	f6f5	69	14	19	runA150.pgn
r5k1/5p1p/2p1q1p1/2p5/p1P1P3/P2Q1P1P/6P1/3R2K1 w - - 2 27	f3f4	40	0	2	runA150.pgn
4r1k1/5p1p/2p1q1p1/2p5/p1P1PP2/P2Q3P/6P1/3R2K1 w - - 1 28	e4e5	85	-9	2	runA150.pgn
4rrk1/4q2p/3p2p1/1p1P1nP1/pP2p1BP/P3P1n1/1Q1N4/1KR2R2 w - - 3 30	f1g1	-130	-69	3	runA150.pgn
4rrk1/7p/3p2p1/1p1PqnP1/pP2p1BP/P3P1n1/1Q1N4/1KR3R1 w - - 5 31	c1c7	-151	-78	3	runA150.pgn
4r1k1/2R2r1p/3p2p1/1p1PqnP1/pP2p1BP/P3P1n1/1Q1N4/1K4R1 w - - 7 32	c7f7	-139	-85	3	runA150.pgn
r2qkb1r/1b3ppp/p2ppn2/2p5/1pP1P3/1P1Q3N/PBNP1PPP/4RRK1 b kq - 0 9	f8e7	37	-5	2	runA150.pgn
r2qk2r/1b2bppp/p2ppn2/2p5/1pP1PP2/1P1Q3N/PBNP2PP/4RRK1 b kq - 0 10	a6a5	38	-7	2	runA150.pgn
3b2k1/3q4/3p1rp1/2pPp3/2P1N1P1/3P4/4Q3/5RK1 b - - 1 42	f6f1	-69	-27	6	runA150.pgn
3b2k1/3q4/3p2p1/2pPp3/2P1N1P1/3P4/4Q3/5K2 b - - 0 43	d8e7	-66	-21	6	runA150.pgn
6k1/3qb3/3p2p1/2pPp3/2P1N1P1/3P4/4Q3/4K3 b - - 2 44	e7h4	-96	-21	6	runA150.pgn
3q1rk1/1p2bpp1/1n2n1bp/pP1pPB2/P1rP2P1/2N4P/2QBN3/R4R1K b - - 2 19	g6f5	55	8	5	runA150.pgn
3q1rk1/1p2bpp1/1n2n2p/pP1pPP2/P1rP4/2N4P/2QBN3/R4R1K b - - 0 20	e6d4	77	2	5	runA150.pgn
3q1rk1/1p2bpp1/1n5p/pP1pPP2/P1rn4/2NQ3P/3BN3/R4R1K b - - 1 21	d4e2	57	-12	5	runA150.pgn
4rrk1/1pp4p/p2p2pn/2nP4/P2R2B1/1PN4P/2P2P1P/1K3R2 b - - 1 20	h6f5	-54	-2	2	runA150.pgn
4rrk1/1pp4p/p2p2p1/2nP1n2/P4RB1/1PN4P/2P2P1P/1K3R2 b - - 3 21	h7h5	-45	-5	2	runA150.pgn
r7/1p5Q/2n2k1p/8/3P3P/1P6/P2P1r2/1K6 b - - 1 32	a8d8	92	38	10	runA150.pgn
3r4/1p6/2n2k1Q/8/3P3P/1P6/P2P1r2/1K6 b - - 0 33	f6f7	97	34	10	runA150.pgn
3r4/1p3k1Q/2n5/8/3P3P/1P6/P2P1r2/1K6 b - - 2 34	f7e8	108	28	10	runA150.pgn
r1bqr1k1/1p1n1ppp/5n2/bN2p3/2Pp4/3P1NP1/P1Q2PBP/R1B2RK1 b - - 1 11	d7c5	124	52	2	runA150.pgn
r1bqr1k1/1p3ppp/5n2/bNn1p3/2Pp4/B2P1NP1/P1Q2PBP/R4RK1 b - - 3 12	a5b6	93	52	2	runA150.pgn
2B5/8/1p6/1P6/3p3p/3Pb1k1/4K3/8 b - - 4 100	h4h3	91	33	28	runA150.pgn
2B5/8/1p6/1P6/3p4/3Pb1kp/8/5K2 b - - 1 101	h3h2	106	13	28	runA150.pgn
8/1B6/1p6/1P6/3p4/3Pb1k1/7p/5K2 b - - 1 102	e3f4	112	0	28	runA150.pgn
r1bqk2r/4ppb1/p2p1np1/1p2n2p/3NPP1P/2N1B3/PPPQB1P1/2KR3R b kq - 0 8	e5g4	-2	-65	3	runA150.pgn
r1bqk2r/4ppb1/p1Np1np1/1p5p/4PPnP/2N1B3/PPPQB1P1/2KR3R b kq - 2 9	d8d7	64	-71	3	runA150.pgn
r1b1k2r/3qppb1/p1Np1np1/1p2P2p/5PnP/2N1B3/PPPQB1P1/2KR3R b kq - 0 10	d6e5	36	-77	3	runA150.pgn
5R2/1p5k/p3r1bp/P2p2pN/3bn1P1/1P2P2P/2B5/6K1 w - - 0 34	e3d4	95	32	4	runA150.pgn
5R2/1p5k/p2nr1bp/P2p2pN/3P2P1/1P5P/2B5/6K1 w - - 1 35	c2g6	89	31	4	runA150.pgn
